I;0;U;0;B;0;;;;;;0;0;0;0;0
I;65079;A;0.006813719;0;1.653836786;;;;;;0.006813719;0.065079;0.065079;0.10469919;1.608801454
I;128950;B;-0.201253963;0;1.52345309;;;;;;0.013500655;0.12895;0.063871;0.209393594;1.63915398
I;197216;U;0.022925855;0;1.704628839;;;;;;0.020647048;0.197216;0.068266;0.314078109;1.53347955
I;296752;A;0.031064936;0;1.03530556;;;;;;0.031064936;0.296752;0.099536;0.418742631;1.051524292
I;308575;B;0.409028783;0;8.716260038;;;;;;0.032302182;0.308575;0.011823;0.523390059;8.85117387
I;406886;U;0.044612912;0;1.020049954;;;;;;0.04258808;0.406886;0.098311;0.628016168;1.064236032
I;432078;A;0.045223138;0;4.325971608;;;;;;0.045223138;0.432078;0.025192;0.732615173;4.152072309
I;474841;B;0.533138058;0;2.445596309;;;;;;0.049695375;0.474841;0.042763;0.837197107;2.44561732
I;477237;U;0.048789193;0;43.52669462;;;;;;0.049945925;0.477237;0.002396;0.941767088;43.64356478
I;555013;A;0.058077163;0;1.427648631;;;;;;0.058077163;0.555013;0.077776;1.046313967;1.344204886
I;613152;B;0.266974615;0;1.668106885;;;;;;0.064152928;0.613152;0.058139;1.150818091;1.797487472
I;680170;U;0.072682747;0;1.612914941;;;;;;0.071153622;0.68017;0.067018;1.255277995;1.558684291
I;729293;A;0.0762828;0;2.175335165;;;;;;0.0762828;0.729293;0.049123;1.359693001;2.125582842
I;805228;B;0.568346965;0;1.200693588;;;;;;0.084207535;0.805228;0.075935;1.46405508;1.374360686
I;894294;U;0.093516266;0;1.043963415;;;;;;0.093495828;0.894294;0.089066;1.568340591;1.17087902
I;915736;A;0.095730734;0;4.773939051;;;;;;0.095730734;0.915736;0.021442;1.672570895;4.861034604
I;919147;B;-0.26831102;0;30.64921624;;;;;;0.09608622;0.919147;0.003411;1.776788243;30.55331247
I;956312;U;0.099168858;0;2.784550364;;;;;;0.099958653;0.956312;0.037165;1.880983962;2.803597972
I;1022743;A;0.10687667;0;1.699443362;;;;;;0.10687667;1.022743;0.066431;1.985122346;1.567617284
I;1115932;B;0.263709282;0;1.065522856;;;;;;0.116572433;1.115932;0.093189;2.089166413;1.116484427
I;1126472;U;0.11846681;0;9.982960557;;;;;;0.117668376;1.126472;0.01054;2.193145833;9.865220119
I;1195221;A;0.124813281;0;1.564957066;;;;;;0.124813281;1.195221;0.068749;2.29707324;1.511693354
I;1212659;B;-0.081562091;0;5.793202371;;;;;;0.126624554;1.212659;0.017438;2.400942524;5.956490699
I;1294686;U;0.134624946;0;1.21253072;;;;;;0.135138877;1.294686;0.082027;2.504741558;1.265425213
I;1306464;A;0.136360619;0;8.858951241;;;;;;0.136360619;1.306464;0.011778;2.60847236;8.80716605
I;1372942;B;0.142656393;0;1.532464561;;;;;;0.143252493;1.372942;0.066478;2.712143862;1.55948588
I;1379323;U;0.141746137;0;16.08541314;;;;;;0.143913661;1.379323;0.006381;2.815758987;16.23806998
I;1459120;A;0.152176317;0;1.208138855;;;;;;0.152176317;1.45912;0.079797;2.919304937;1.297617082
I;1499915;B;0.430339081;0;2.603351622;;;;;;0.156396407;1.499915;0.040795;3.022751193;2.535758204
I;1574060;U;0.166333966;0;1.268449041;;;;;;0.164059071;1.57406;0.074145;3.126098197;1.393849938
I;1636534;A;0.170507915;0;1.554544047;;;;;;0.170507915;1.636534;0.062474;3.229322652;1.652278631
I;1690525;B;0.159059132;0;2.044286235;;;;;;0.17607524;1.690525;0.053991;3.33243845;1.909870128
I;1706139;U;0.176013186;0;6.650466452;;;;;;0.177684249;1.706139;0.015614;3.435487577;6.599790385
I;1795932;A;0.18692799;0;1.204161986;;;;;;0.18692799;1.795932;0.089793;3.538432578;1.14647022
I;1815539;B;-0.133787441;0;5.296985141;;;;;;0.188944263;1.815539;0.019607;3.641266935;5.244777736
I;1898081;U;0.198273174;0;1.138689788;;;;;;0.197423585;1.898081;0.082542;3.743994298;1.244546574
I;1947819;A;0.20252596;0;2.199832909;;;;;;0.20252596;1.947819;0.049738;3.846579337;2.062508327
I;2039355;B;0.243733699;0;1.176362075;;;;;;0.211901728;2.039355;0.091536;3.949006449;1.118981736
I;2105273;U;0.217754853;0;1.381353504;;;;;;0.218641513;2.105273;0.065918;4.051251443;1.551093685
I;2117081;A;0.219847732;0;8.810653188;;;;;;0.219847732;2.117081;0.011808;4.153404076;8.651137642
I;2124021;B;0.041374151;0;14.65961843;;;;;;0.220556514;2.124021;0.00694;4.255534135;14.71614684
I;2187164;U;0.227513847;0;1.687111565;;;;;;0.226999917;2.187164;0.063143;4.357578738;1.616087333
I;2221857;A;0.230535945;0;3.063336167;;;;;;0.230535945;2.221857;0.034693;4.459502132;2.937866259
I;2222567;B;0.258505683;0;143.6395044;;;;;;0.230608279;2.222567;0.00071;4.561381015;143.4913854
I;2239592;U;0.233522606;0;5.941260465;;;;;;0.232342384;2.239592;0.017025;4.663237429;5.982755549
I;2267272;A;0.235160192;0;3.551037418;;;;;;0.235160192;2.267272;0.02768;4.765036822;3.677723763
I;2284538;B;0.262741325;0;5.841736745;;;;;;0.236916861;2.284538;0.017266;4.866778371;5.892595207
I;2338672;U;0.240233505;0;1.862765564;;;;;;0.242419493;2.338672;0.054134;4.968426714;1.877717206
I;2381621;A;0.246779656;0;2.231111323;;;;;;0.246779656;2.381621;0.042949;5.069946264;2.363723245
I;2454390;B;0.175042838;0;1.327132488;;;;;;0.254155695;2.45439;0.072769;5.171308653;1.392933656
I;2500700;U;0.260073835;0;2.177079909;;;;;;0.258842133;2.5007;0.04631;5.272505744;2.185210345
I;2509997;A;0.259782232;0;10.81951663;;;;;;0.259782232;2.509997;0.009297;5.373624325;10.87647418
I;2574183;B;0.476752129;0;1.498671306;;;;;;0.266265866;2.574183;0.064186;5.47463753;1.573757593
I;2585512;U;0.268844542;0;9.038076303;;;;;;0.267409004;2.585512;0.011329;5.575541263;8.906676092
I;2607151;A;0.269591413;0;4.543328091;;;;;;0.269591413;2.607151;0.021639;5.676396613;4.66081382
I;2695777;B;0.558539232;0;1.121052074;;;;;;0.278515259;2.695777;0.088626;5.777087672;1.136134524
I;2725768;U;0.282978654;0;3.392627296;;;;;;0.281529692;2.725768;0.029991;5.877598934;3.351380807
I;2793466;A;0.288323853;0;1.460439732;;;;;;0.288323853;2.793466;0.067698;5.977958778;1.48246395
I;2889375;B;0.235575485;0;1.20979218;;;;;;0.297924387;2.889375;0.095909;6.078059228;1.043702364
I;2988846;U;0.307559325;0;0.858474092;;;;;;0.307849731;2.988846;0.099471;6.177840511;1.003119327
I;3021250;A;0.311075885;0;2.990829605;;;;;;0.311075885;3.02125;0.032404;6.277400887;3.072471795
I;3037457;B;0.550238946;0;6.058882744;;;;;;0.312688119;3.037457;0.016207;6.376878523;6.137942647
I;3066254;U;0.317418445;0;3.332063733;;;;;;0.315550553;3.066254;0.028797;6.476278926;3.451762445
I;3149727;A;0.323831501;0;1.113786272;;;;;;0.323831501;3.149727;0.083473;6.57548404;1.188469489
I;3159093;B;0.409954979;0;10.44944973;;;;;;0.324759125;3.159093;0.009366;6.674525617;10.57458643
I;3181609;U;0.327128118;0;4.227431473;;;;;;0.326987865;3.181609;0.022516;6.773510367;4.396196045
I;3275237;A;0.33623598;0;1.096231132;;;;;;0.33623598;3.275237;0.093628;6.872285468;1.054973951
I;3356513;B;-0.138743695;0;1.07840271;;;;;;0.344237859;3.356513;0.081276;6.970738625;1.211343542
I;3406929;U;0.351505786;0;2.044518498;;;;;;0.349188983;3.406929;0.050416;7.06894404;1.947901747
I;3410990;A;0.349587374;0;24.01557629;;;;;;0.349587374;3.41099;0.004061;7.167045643;24.15700633
I;3438850;B;0.022389173;0;3.545569874;;;;;;0.352318777;3.43885;0.02786;7.265085945;3.519034553
I;3497766;U;0.357192418;0;1.757730429;;;;;;0.358085018;3.497766;0.058916;7.362958195;1.661216811
I;3580034;A;0.366113928;0;1.10757197;;;;;;0.366113928;3.580034;0.082268;7.460552758;1.186300422
I;3636325;B;0.324765081;0;1.787165257;;;;;;0.371592008;3.636325;0.056291;7.557869919;1.728822736
I;3670720;U;0.373100377;0;2.734383438;;;;;;0.374932891;3.67072;0.034395;7.655002731;2.824038737
I;3699948;A;0.377768069;0;3.416452601;;;;;;0.377768069;3.699948;0.029228;7.752004855;3.318808129
I;3747734;B;0.282711342;0;2.096337862;;;;;;0.382395781;3.747734;0.047786;7.848847264;2.026585375
I;3827459;U;0.38929364;0;1.048341305;;;;;;0.390095178;3.827459;0.079725;7.9454217;1.211344448
I;3921480;A;0.399140234;0;1.079875143;;;;;;0.399140234;3.92148;0.094021;8.04162421;1.023202368
I;3951131;B;0.329346437;0;3.135710612;;;;;;0.401984754;3.951131;0.029651;8.13755756;3.235417014
I;3966104;U;0.405333467;0;6.279317386;;;;;;0.403419693;3.966104;0.014973;8.233392704;6.400530605
I;4049104;A;0.411355933;0;1.026424893;;;;;;0.411355933;4.049104;0.083;8.32901005;1.152016208
I;4077490;B;0.78474501;0;3.312297934;;;;;;0.414063028;4.07749;0.028386;8.424377319;3.359658617
I;4132167;U;0.419737893;0;1.792827754;;;;;;0.419267096;4.132167;0.054677;8.519555697;1.740738854
I;4202885;A;0.425977518;0;1.407380303;;;;;;0.425977518;4.202885;0.070718;8.614445567;1.341806466
I;4238248;B;0.316739015;0;2.794691643;;;;;;0.429324373;4.238248;0.035363;8.709088408;2.676323882
I;4298124;U;0.436811777;0;1.402735722;;;;;;0.434977765;4.298124;0.059876;8.803506736;1.576897712
I;4390656;A;0.44368078;0;0.97367607;;;;;;0.44368078;4.390656;0.092532;8.897560847;1.016449568
I;4475922;B;0.131435818;0;1.039215967;;;;;;0.45166355;4.475922;0.085266;8.991182808;1.097998742
I;4528793;U;0.458494285;0;1.760966156;;;;;;0.456595397;4.528793;0.052871;9.084463564;1.764308522
I;4618767;A;0.464955994;0;1.087621346;;;;;;0.464955994;4.618767;0.089974;9.177385933;1.032769124
I;4679776;B;0.371090397;0;1.581988013;;;;;;0.470601665;4.679776;0.061009;9.269924273;1.51679818
I;4760830;U;0.476379548;0;0.981771857;;;;;;0.478072528;4.76083;0.081054;9.362095699;1.137160727
I;4855571;A;0.486761262;0;0.895503386;;;;;;0.486761262;4.855571;0.094741;9.453806081;0.968011553
I;4869501;B;0.441621217;0;6.446583748;;;;;;0.488034769;4.869501;0.01393;9.545228003;6.562952051
I;4914309;U;0.492007706;0;2.122349573;;;;;;0.492124149;4.914309;0.044808;9.636492502;2.036790279
I;5012866;A;0.501080665;0;0.955095987;;;;;;0.501080665;5.012866;0.098557;9.727369014;0.922070599
I;5100181;B;0.130057945;0;0.869280604;;;;;;0.508971005;5.100181;0.087315;9.817735389;1.03494674
I;5163834;U;0.512813043;0;1.523185244;;;;;;0.514696326;5.163834;0.063653;9.9076812;1.413064754
I;5194061;A;0.517407128;0;3.016577855;;;;;;0.517407128;5.194061;0.030227;9.997362683;2.966933
I;5226094;B;0.253326236;0;2.779852637;;;;;;0.520274238;5.226094;0.032033;10.08686758;2.794146675
I;5231065;U;0.521155657;0;17.86230921;;;;;;0.520718643;5.231065;0.004971;10.17626713;17.98421681
I;5298546;A;0.52673741;0;1.376173015;;;;;;0.52673741;5.298546;0.067481;10.26545914;1.321735288
I;5331522;B;0.42321127;0;2.783297642;;;;;;0.529669061;5.331522;0.032976;10.3543617;2.695977589
I;5339498;U;0.5288315;0;11.27118774;;;;;;0.530377201;5.339498;0.007976;10.44314554;11.13137334
I;5383974;A;0.534319155;0;1.874186091;;;;;;0.534319155;5.383974;0.044476;10.53177658;1.992783624
I;5397141;B;0.338362165;0;6.654445489;;;;;;0.535483941;5.397141;0.013167;10.6202391;6.718502443
I;5408567;U;0.537802812;0;7.761157883;;;;;;0.536493889;5.408567;0.011426;10.70862945;7.735896014
I;5473566;A;0.542224523;0;1.381455212;;;;;;0.542224523;5.473566;0.064999;10.79679441;1.356404811
I;5562905;B;0.758972141;0;0.890938159;;;;;;0.55006006;5.562905;0.089339;10.88450007;0.981717608
I;5616123;U;0.5568822;0;1.596252494;;;;;;0.554704751;5.616123;0.053218;10.97177677;1.639984566
I;5667560;A;0.559177638;0;1.688835884;;;;;;0.559177638;5.66756;0.051437;11.05873531;1.690583433
I;5764525;B;0.558904699;0;1.042939729;;;;;;0.567565366;5.764525;0.096965;11.14523795;0.892101661
I;5862527;U;0.574195205;0;0.709465045;;;;;;0.575983355;5.862527;0.098002;11.23113405;0.876472905
I;5864898;A;0.576186267;0;36.20033236;;;;;;0.576186267;5.864898;0.002371;11.31671477;36.09478053
I;5869875;B;0.939437084;0;17.10002728;;;;;;0.576612087;5.869875;0.004977;11.40227229;17.19057985
I;5953919;U;0.585324304;0;1.128299902;;;;;;0.583778945;5.953919;0.084044;11.48754736;1.01464795
I;5958397;A;0.584159543;0;19.06088892;;;;;;0.584159543;5.958397;0.004478;11.57254028;18.98010774
I;5959888;B;0.835292994;0;56.8261323;;;;;;0.584286239;5.959888;0.001491;11.6575141;56.99115605
I;6019259;U;0.590279106;0;1.591540493;;;;;;0.589319615;6.019259;0.059371;11.74229245;1.42794221
I;6062280;A;0.592952648;0;1.983694626;;;;;;0.592952648;6.06228;0.043021;11.82674034;1.962945571
I;6158051;B;1.096852006;0;1.034274657;;;;;;0.600996998;6.158051;0.095771;11.91073602;0.877047149
I;6176206;U;0.60011044;0;4.464902055;;;;;;0.602515151;6.176206;0.018155;11.99435777;4.605990327
I;6257746;A;0.609306745;0;1.007645886;;;;;;0.609306745;6.257746;0.08154;12.07764933;1.021480958
I;6334108;B;0.487102399;0;1.010932786;;;;;;0.615626796;6.334108;0.076362;12.16041368;1.083842079
I;6387400;U;0.62091293;0;1.661650249;;;;;;0.620014183;6.3874;0.053292;12.24274099;1.544834363
I;6464074;A;0.626292648;0;0.958237322;;;;;;0.626292648;6.464074;0.076674;12.32462618;1.067965567
I;6552352;B;0.433406081;0;0.752229489;;;;;;0.633471298;6.552352;0.088278;12.40594486;0.921165783
