lI (17129) sensors;16951309;U;0.070381;B;119.979073
lI (17099) sensors;16919069;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17104) sensors;16919016;A;0.010970;0.021172;0.003352
lI (17119) sensors;16938856;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17119) sensors;16938773;A;0.010970;0.021172;0.003352
lI (17129) sensors;16951309;U;0.070381
lI (17139) sensors;16958742;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17139) sensors;16958862;A;0.010970;0.021172;0.003352
lI (17144) sensors;16962892;B;119.979073
lI (17159) sensors;16978869;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17159) sensors;16978797;A;0.010970;0.021172;0.003352
lI (17179) sensors;16998825;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17179) sensors;16998785;A;-0.012371;-0.010134;0.004349
lI (17199) sensors;17019102;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17199) sensors;17019019;A;-0.012371;-0.010134;0.004349
lI (17219) sensors;17038544;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17219) sensors;17038609;A;-0.013238;-0.010607;-0.030793
lI (17229) sensors;17051296;U;0.070210
lI (17239) sensors;17058693;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17239) sensors;17058614;A;-0.012371;-0.010134;0.004349
lI (17244) sensors;17064193;B;119.916306
lI (17259) sensors;17078693;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17259) sensors;17078625;A;-0.012371;-0.010134;0.004349
lI (17279) sensors;17098620;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17279) sensors;17098542;A;0.010970;0.021172;0.003352
lI (17299) sensors;17118369;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17299) sensors;17118533;A;0.010970;0.021172;0.003352
lI (17319) sensors;17138398;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17324) sensors;17138415;A;-0.012371;-0.010134;0.004349
lI (17329) sensors;17151260;U;0.070381
lI (17339) sensors;17158406;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17339) sensors;17158354;A;-0.012371;-0.010134;0.004349
lI (17344) sensors;17165711;B;119.882835
lI (17359) sensors;17178435;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17359) sensors;17178360;A;0.010970;0.021172;0.003352
lI (17379) sensors;17198384;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17379) sensors;17198303;A;-0.013238;-0.010607;-0.030793
lI (17399) sensors;17218339;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17399) sensors;17218283;A;-0.013238;-0.010607;-0.030793
lI (17419) sensors;17237678;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17419) sensors;17237716;A;-0.012371;-0.010134;0.004349
lI (17429) sensors;17251269;U;0.070210
lI (17439) sensors;17258236;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17439) sensors;17258157;A;-0.012371;-0.010134;0.004349
lI (17444) sensors;17267152;B;119.979073
lI (17459) sensors;17278006;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17459) sensors;17278173;A;0.010104;0.020698;-0.031790
lI (17479) sensors;17298197;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17479) sensors;17298121;A;-0.012371;-0.010134;0.004349
lI (17499) sensors;17317911;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17499) sensors;17317991;A;-0.013238;-0.010607;-0.030793
lI (17519) sensors;17337873;O;-0.014038;-0.000488;-0.893738;0.448364
lI (17519) sensors;17337943;A;0.010104;0.020698;-0.031790
lI (17529) sensors;17351311;U;0.074329
lI (17539) sensors;17357966;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17539) sensors;17357887;A;0.010971;0.021172;0.003350
lI (17549) sensors;17368271;B;119.937225
lI (17559) sensors;17377871;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17559) sensors;17377777;A;-0.012370;-0.010134;0.004351
lI (17579) sensors;17397926;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17579) sensors;17397847;A;-0.012370;-0.010134;0.004351
lI (17599) sensors;17417947;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17599) sensors;17417869;A;-0.013241;-0.010609;-0.030791
lI (17619) sensors;17437646;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17619) sensors;17437784;A;0.010971;0.021172;0.003350
lI (17629) sensors;17451652;U;0.070209
lI (17639) sensors;17457408;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17639) sensors;17457399;A;-0.012370;-0.010134;0.004351
lI (17649) sensors;17469922;B;119.926765
lI (17659) sensors;17477559;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17659) sensors;17477684;A;-0.012370;-0.010134;0.004351
lI (17679) sensors;17497723;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17679) sensors;17497682;A;-0.012370;-0.010134;0.004351
lI (17699) sensors;17517681;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17699) sensors;17517551;A;-0.012370;-0.010134;0.004351
lI (17719) sensors;17537427;O;-0.014099;-0.000488;-0.893738;0.448364
lI (17719) sensors;17537489;A;-0.008573;-0.004348;-0.030991
lI (17729) sensors;17551271;U;0.070381
lI (17739) sensors;17557569;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17739) sensors;17557496;A;0.014770;0.026954;-0.031995
lI (17749) sensors;17571450;B;119.960243
lI (17759) sensors;17577514;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17759) sensors;17577436;A;0.014770;0.026954;-0.031995
lI (17779) sensors;17597378;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17779) sensors;17597316;A;0.010971;0.021172;0.003348
lI (17799) sensors;17617431;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17799) sensors;17617352;A;-0.012371;-0.010133;0.004352
lI (17819) sensors;17637183;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17819) sensors;17637281;A;0.011936;0.021705;0.042395
lI (17829) sensors;17651253;U;0.074329
lI (17839) sensors;17657130;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17839) sensors;17657252;A;-0.013239;-0.010612;-0.030790
lI (17854) sensors;17672893;B;119.960243
lI (17859) sensors;17677196;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17859) sensors;17677123;A;-0.012371;-0.010133;0.004352
lI (17879) sensors;17697237;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17879) sensors;17697157;A;-0.012371;-0.010133;0.004352
lI (17899) sensors;17716990;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17899) sensors;17717110;A;0.010971;0.021172;0.003348
lI (17919) sensors;17736976;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17919) sensors;17737105;A;-0.012371;-0.010133;0.004352
lI (17929) sensors;17751313;U;0.074329
lI (17939) sensors;17756925;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17939) sensors;17756906;A;-0.012371;-0.010133;0.004352
lI (17949) sensors;17771160;P;0.000000;0.000000;-17.000000
lI (17949) sensors;17771160;S;0.000000;0.000000
lI (17954) sensors;17774306;B;119.970703
lI (17954) sensors;17776673;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17959) sensors;17776592;A;-0.007702;-0.003872;0.004151
lI (17974) sensors;17796826;O;-0.014099;-0.000549;-0.893738;0.448364
lI (17979) sensors;17796944;A;0.015639;0.027433;0.003147
lI (17999) sensors;17816873;O;-0.014160;-0.000549;-0.893738;0.448364
lI (17999) sensors;17816810;A;-0.007702;-0.003872;0.004152
lI (18014) sensors;17836916;O;-0.014160;-0.000549;-0.893738;0.448364
lI (18019) sensors;17836835;A;-0.007702;-0.003872;0.004152
lI (18029) sensors;17851301;U;0.074329
lI (18039) sensors;17856893;O;-0.014160;-0.000549;-0.893738;0.448364
lI (18039) sensors;17856778;A;0.015639;0.027434;0.003144
lI (18054) sensors;17875687;B;119.983253
lI (18054) sensors;17876424;O;-0.014160;-0.000549;-0.893738;0.448364
lI (18059) sensors;17876353;A;-0.008575;-0.004353;-0.030990
lI (18074) sensors;17896700;O;-0.014160;-0.000549;-0.893738;0.448364
lI (18079) sensors;17896821;A;-0.007702;-0.003872;0.004152
lI (18094) sensors;17916594;O;-0.014160;-0.000549;-0.893738;0.448364
lI (18099) sensors;17916722;A;0.015639;0.027434;0.003144
lI (18114) sensors;17936492;O;-0.014160;-0.000549;-0.893738;0.448364
lI (18119) sensors;17936612;A;-0.007702;-0.003872;0.004152
lI (18129) sensors;17951321;U;0.074329
lI (18134) sensors;17956479;O;-0.014221;-0.000549;-0.893738;0.448364
lI (18139) sensors;17956451;A;-0.008578;-0.004355;-0.030989
lI (18154) sensors;17976864;B;119.970703
lI (18159) sensors;17976662;O;-0.014221;-0.000549;-0.893738;0.448364
lI (18159) sensors;17976572;A;-0.007702;-0.003872;0.004153
lI (18174) sensors;17996385;O;-0.014221;-0.000549;-0.893738;0.448364
lI (18179) sensors;17996505;A;0.015640;0.027434;0.003141
