I;0;U;0;B;0
I;93135;A;0.009313365;0;0
I;109670;B;0.182649762;;
I;110497;A;0.011049475;0;11.51881168
I;189492;U;-0.02326705;;
I;282431;A;0.028239345;0;1.162998245
I;344306;B;-0.747646938;;
I;377433;A;0.037734339;0;2.10406521
I;439922;U;0.001092909;;
I;527259;A;0.052701474;0;1.333503859
I;532711;B;-0.068434968;;
I;569548;A;0.056924013;0;4.722248816
I;573323;U;0.086759215;;
I;617145;A;0.061675332;0;4.194547025
I;634235;B;-0.381005109;;
I;691150;A;0.069059987;0;2.696733845
I;777296;U;0.086314587;;
I;840291;A;0.083930248;0;1.337071029
I;939981;B;-0.838240173;;
I;1005043;A;0.100335185;0;1.208768556
I;1091323;U;0.083018354;;
I;1128780;A;0.112638448;0;1.607130531
I;1165103;B;-0.126939046;;
I;1180936;A;0.117819301;0;3.809102681
I;1230956;U;0.11449823;;
I;1278697;A;0.127521526;0;2.030346112
I;1292049;B;1.03841484;;
I;1370238;A;0.13659542;0;2.165670645
I;1406649;U;0.165381703;;
I;1455535;A;0.145040099;0;2.32137672
I;1463197;B;0.221864855;;
I;1498703;A;0.149309888;0;4.582605869
I;1516267;U;0.195583019;;
I;1545654;A;0.153950695;0;4.210501617
I;1621262;B;-0.812652259;;
I;1642331;A;0.163495799;0;2.042510567
I;1717888;U;0.188128681;;
I;1753082;A;0.174411622;0;1.779881908
I;1757158;B;-0.528544742;;
I;1855297;A;0.184467169;0;1.924892275
I;1908098;U;0.168718031;;
I;2005598;A;0.199217941;0;1.305933318
I;2054580;B;0.951152586;;
I;2076656;A;0.206176219;0;2.756168662
I;2142276;U;0.230902358;;
I;2174181;A;0.215709229;0;2.004601914
I;2231916;B;0.290004963;;
I;2279786;A;0.22600889;0;1.847072592
I;2320629;U;0.243715402;;
I;2370595;A;0.234845384;0;2.143148093
I;2471064;B;0.380935418;;
I;2513799;A;0.248740726;0;1.355154891
I;2588950;U;0.272258735;;
I;2610018;A;0.258048552;0;2.010743183
I;2696546;B;0.460351843;;
I;2752103;A;0.271749329;0;1.35730898
I;2846584;U;0.322651978;;
I;2857510;A;0.281878078;0;1.823252817
I;2871964;B;1.212619036;;
I;2919135;A;0.2877853;0;3.110995946
I;2981297;U;0.313771831;;
I;3040550;A;0.299391656;0;1.574639659
I;3041865;B;0.01522949;;
I;3083309;A;0.303468672;0;4.459820449
I;3105918;U;0.355618254;;
I;3137208;A;0.308599959;0;3.53260347
I;3187372;B;0.125152251;;
I;3277492;A;0.321912857;0;1.352964235
I;3298378;U;0.283794995;;
I;3396712;A;0.333177096;0;1.585015895
I;3466613;B;1.244289435;;
I;3525457;A;0.345288055;0;1.461328213
I;3602062;U;0.364162516;;
I;3617423;A;0.353904311;0;2.03748298
I;3638079;B;-0.494276353;;
I;3701556;A;0.361760498;0;2.219775497
I;3725444;U;0.347274333;;
I;3735240;A;0.364898701;0;5.531765987
I;3795155;B;0.055732424;;
I;3865177;A;0.376965306;0;1.429385577
I;3932441;U;0.385465785;;
I;4024066;A;0.391633838;0;1.162061173
I;4106533;B;0.001109596;;
I;4175948;A;0.405563114;0;1.207663487
I;4186699;U;0.374803117;;
I;4200341;A;0.407791589;0;7.490439818
I;4276748;B;0.863395483;;
I;4278947;A;0.414956234;0;2.319066985
I;4328725;U;0.406907534;;
I;4350758;A;0.421479141;0;2.529817544
I;4364190;B;-0.192964887;;
I;4416092;A;0.427394839;0;2.771772138
I;4466920;U;0.385381993;;
I;4509327;A;0.435805192;0;1.935023497
I;4599559;B;0.129733136;;
I;4621304;A;0.445856048;0;1.603154625
I;4698030;U;0.427008987;;
I;4791160;A;0.460994892;0;1.049447958
I;4862758;B;-0.100487535;;
I;4947606;A;0.474820973;0;1.129796381
I;4983933;U;0.522692103;;
I;5012307;A;0.480505216;0;2.71569281
I;5048595;B;1.271688215;;
